GeneID	ENTREZID	SYMBOL	baseMean	logFC	lfcSE	stat	pvalue	FDR	Subset_Comparison
ENSG00000004700	5965	RECQL	1308.72446353261	0.487305054639229	0.0567158659314647	8.5920411623105	8.54377683603564e-18	1.00741456539189e-16	HFpEF-Normal
ENSG00000004766	55610	VPS50	717.972476038627	0.122499778630687	0.041133904075407	2.97807323141803	0.00290066670310389	0.00534228522559299	HFpEF-Normal
ENSG00000004776	126393	HSPB6	16039.1180457227	-0.0900849510129708	0.152105531396835	-0.592252958756276	0.553681211187711	0.614120260083124	HFpEF-Normal
ENSG00000004779	4706	NDUFAB1	5921.98646839459	0.13506599913071	0.0629920013707366	2.14417697789573	0.0320187090073573	0.0484775994989339	HFpEF-Normal
ENSG00000004799	5166	PDK4	46330.0033838297	-2.60487992135047	0.287908013401375	-9.04761173743013	1.46129319452852e-19	2.02870553221833e-18	HFpEF-Normal
ENSG00000004864	10165	SLC25A13	287.037601172017	-0.477031439412258	0.0616496062761008	-7.73778566039578	1.01163202852878e-14	8.48032161415139e-14	HFpEF-Normal
ENSG00000004866	7982	ST7	778.492591186998	-0.495453619013137	0.0493476570803343	-10.0400636692148	1.01608551545855e-23	2.09665338093659e-22	HFpEF-Normal
ENSG00000004866	93655	ST7-OT3	778.492591186998	-0.495453619013137	0.0493476570803343	-10.0400636692148	1.01608551545855e-23	2.09665338093659e-22	HFpEF-Normal
ENSG00000004897	996	CDC27	1892.47312791272	-0.213702770095234	0.0456145291535342	-4.68497152247105	2.79998860170635e-06	8.12435849007819e-06	HFpEF-Normal
ENSG00000004961	3052	HCCS	1512.09559536239	-0.121790920668791	0.0416247401427067	-2.9259262700798	0.00343432319552297	0.00625323059357908	HFpEF-Normal
ENSG00000004975	1856	DVL2	446.075708450077	0.216936582270773	0.046155727602678	4.70010101754275	2.60032828511919e-06	7.58193546177417e-06	HFpEF-Normal
ENSG00000005007	5976	UPF1	1896.03750757305	0.0444185228748247	0.0351615326508686	1.26327038459535	0.206492025578579	0.25987091654447	HFpEF-Normal
ENSG00000005022	292	SLC25A5	2917.2060388104	-0.200691289913758	0.0697884718540718	-2.87570833093187	0.00403122023051371	0.00724054119072851	HFpEF-Normal
ENSG00000005075	5439	POLR2J	600.35587852376	-0.165345247045201	0.0569274545733751	-2.90449043057219	0.00367851448287963	0.00666505579218142	HFpEF-Normal
ENSG00000005100	56919	DHX33	381.204126767085	0.040867462551919	0.0359685471124339	1.13619998117165	0.25587287842213	0.313129104182191	HFpEF-Normal
ENSG00000005102	4222	MEOX1	424.665205490362	-0.138560954999995	0.11643619413581	-1.19001618035006	0.234040032566513	0.28964816025821	HFpEF-Normal
ENSG00000005156	3980	LIG3	582.687604790234	0.0940638079541151	0.0435602148715148	2.15939724428738	0.0308193615110923	0.0468136677539666	HFpEF-Normal
ENSG00000005175	79657	RPAP3	657.31905541105	0.103867926756752	0.0350747623209895	2.9613294541014	0.00306314085355499	0.00562222055399333	HFpEF-Normal
ENSG00000005187	6296	ACSM3	329.832858479027	-0.961948164717648	0.1445433542129	-6.65508400545887	2.83138287304521e-11	1.57250197866331e-10	HFpEF-Normal
ENSG00000005194	57019	CIAPIN1	1088.40479872035	-0.188289300898293	0.0387908799123212	-4.85395797475803	1.21021393369629e-06	3.70805125886956e-06	HFpEF-Normal
ENSG00000005206	56928	SPPL2B	499.973482786259	0.530739462024567	0.0756495398713835	7.01576589794082	2.28692693551176e-12	1.46762715418907e-11	HFpEF-Normal
ENSG00000005238	80256	ATOSB	670.969650384021	-0.276032716014145	0.0683964733981847	-4.03577410208215	5.44225607459821e-05	0.000131166683918326	HFpEF-Normal
ENSG00000005243	51226	COPZ2	365.922304835742	0.362886199112683	0.0630657809455703	5.75409031128746	8.71095816954175e-09	3.53645785694979e-08	HFpEF-Normal
ENSG00000005249	5577	PRKAR2B	1131.69121374904	0.506757225721559	0.0871012221638364	5.81802658025113	5.95464347211758e-09	2.47360915430978e-08	HFpEF-Normal
ENSG00000005302	10943	MSL3	433.765441190614	0.103735275024014	0.0422538319326992	2.45505011685664	0.0140864948199867	0.0229499072909895	HFpEF-Normal
ENSG00000005339	1387	CREBBP	1840.13424903617	-0.0831778922574427	0.0559788662859651	-1.48588025760531	0.137310796461364	0.181223228294027	HFpEF-Normal
ENSG00000005379	9256	TSPOAP1	678.349790523214	0.769227557478301	0.0803151391739548	9.57761594376659	9.93107962006177e-22	1.7131910662904e-20	HFpEF-Normal
ENSG00000005436	6936	GCFC2	437.820984753358	0.0697751265982309	0.0741221322866682	0.94135347224463	0.346523748781553	0.408952906338107	HFpEF-Normal
ENSG00000005469	54677	CROT	349.338473119326	0.146055648700461	0.049324018486758	2.96114658094358	0.00306496030699056	0.00562459792953801	HFpEF-Normal
ENSG00000005471	5244	ABCB4	296.213014526306	0.449015224787255	0.0808317950753814	5.55493323349452	2.77717892363545e-08	1.05446319358133e-07	HFpEF-Normal
ENSG00000005483	55904	KMT2E	1338.61258645687	-0.129048112650585	0.0467511291483542	-2.76032076660823	0.00577446336967805	0.0101175689021302	HFpEF-Normal
ENSG00000005486	57414	RHBDD2	595.052455774287	-0.00746074157613963	0.0478067293452258	-0.15606048935629	0.875985341634849	0.902132902940967	HFpEF-Normal
ENSG00000005700	25998	IBTK	2347.68831519211	-0.00235732111930866	0.049268616644085	-0.0478463021671153	0.961838734995704	0.969336867333888	HFpEF-Normal
ENSG00000005810	23077	MYCBP2	1984.86515706528	-0.257216494577035	0.0589264910808769	-4.36504006702189	1.27099459740392e-05	3.35575099166932e-05	HFpEF-Normal
ENSG00000005812	26224	FBXL3	1485.90387241909	-0.250440106298855	0.0477033616557546	-5.24994670409446	1.5214322260683e-07	5.31584753686513e-07	HFpEF-Normal
ENSG00000005882	5164	PDK2	4993.3495099991	0.0910890407651561	0.0426065394011034	2.1379122089131	0.0325238691662333	0.0491591937109006	HFpEF-Normal
ENSG00000005884	3675	ITGA3	735.875311820057	-0.331010251621001	0.0801662696755173	-4.12904645508398	3.64270805497041e-05	8.99568640502474e-05	HFpEF-Normal
ENSG00000005889	7543	ZFX	1196.44634275338	-0.0574356428774385	0.0857890444020626	-0.669498573830222	0.503177490161728	0.565409411397564	HFpEF-Normal
ENSG00000005893	3920	LAMP2	2499.20150516915	-0.226213992131754	0.0385017965031964	-5.87541394628102	4.21788030562979e-09	1.78672939910808e-08	HFpEF-Normal
ENSG00000005981	51666	ASB4	226.060255570349	0.444255737074837	0.154701175905012	2.87170239318422	0.004082672533498	0.00732927493465509	HFpEF-Normal
ENSG00000006007	51573	GDE1	4167.95490054637	-0.206996684633172	0.0347859868982301	-5.95057674340999	2.67199248131067e-09	1.15793535236121e-08	HFpEF-Normal
ENSG00000006015	55049	REX1BD	632.454525088527	0.319528166888822	0.1008075694698	3.16968426646321	0.00152604662303183	0.00293818056076288	HFpEF-Normal
ENSG00000006042	26022	TMEM98	239.312377806677	0.357824902476179	0.103150791534881	3.46894965275354	0.000522497360730204	0.00108252494316182	HFpEF-Normal
ENSG00000006062	9020	MAP3K14	584.923623602353	-0.0184844610490004	0.077383236843758	-0.238869060056531	0.811207117638971	0.847176868552872	HFpEF-Normal
ENSG00000006125	163	AP2B1	4720.88175103504	-0.0432995297443803	0.0354013826929099	-1.22310278443029	0.221290877087362	0.275874417468037	HFpEF-Normal
ENSG00000006194	10127	ZNF263	396.859377632567	0.0388189699871004	0.0391547629782914	0.991423955461634	0.321478607658796	0.382593773311766	HFpEF-Normal
ENSG00000006210	6376	CX3CL1	665.667835191055	0.326789256010909	0.0728581902604552	4.4852782486457	7.28188442510436e-06	1.98664174628451e-05	HFpEF-Normal
ENSG00000006282	64847	SPATA20	1969.23246319756	0.478020245091027	0.0997025135277367	4.79446533670432	1.63109263480714e-06	4.91756784812605e-06	HFpEF-Normal
ENSG00000006327	51330	TNFRSF12A	843.058920709736	-0.636800456693364	0.232680580691666	-2.73680104631169	0.00620398010135408	0.0108031006958016	HFpEF-Normal
ENSG00000006451	5898	RALA	1116.16773695262	0.329698972799817	0.0664431501954042	4.96212132974126	6.97274145183621e-07	2.21747231115004e-06	HFpEF-Normal
ENSG00000006459	80853	KDM7A	931.646132219468	-0.198566467045749	0.0671997311407422	-2.95486996264723	0.0031280086339659	0.0057304989999068	HFpEF-Normal
ENSG00000006468	2115	ETV1	1681.01130620589	0.00910915325162205	0.111887145532917	0.0814137603407011	0.935112906268558	0.947630536006929	HFpEF-Normal
ENSG00000006530	55750	AGK	1029.34993702704	-0.0167631670819245	0.0452279067613821	-0.370637694341357	0.710907402570803	0.760143141961606	HFpEF-Normal
ENSG00000006576	57157	PHTF2	1271.67305019429	-0.386688990480492	0.0752994249258686	-5.13535117779695	2.81617657550077e-07	9.51135494338157e-07	HFpEF-Normal
ENSG00000006607	9855	FARP2	499.734014443977	-0.134141063376038	0.0404439525060219	-3.31671498615436	0.000910824813219445	0.00181589562353115	HFpEF-Normal
ENSG00000006625	79017	GGCT	134.358337351793	-0.0204055695753004	0.0541234855211705	-0.377018763274562	0.706159661014015	0.755669009941196	HFpEF-Normal
ENSG00000006652	3475	IFRD1	852.498294496746	-0.190378077731651	0.084676144139999	-2.24830830058688	0.0245565377955974	0.0381043601658366	HFpEF-Normal
ENSG00000006695	1352	COX10	1552.36379487106	-0.177660718056727	0.0576314482254384	-3.08270438323477	0.00205128815363375	0.00386417167986133	HFpEF-Normal
ENSG00000006704	9569	GTF2IRD1	509.562906334379	-0.571579537093027	0.0837574848315728	-6.8242204054051	8.84040673576486e-12	5.24654669661267e-11	HFpEF-Normal
ENSG00000006712	54623	PAF1	1184.35629846458	-0.0448788735947788	0.0305693251009601	-1.46810155103389	0.142076640349947	0.186663689354099	HFpEF-Normal
ENSG00000006715	27072	VPS41	1083.30833672031	0.0989701810350895	0.0377448079319284	2.62208728717283	0.0087393044885175	0.014809339412791	HFpEF-Normal
ENSG00000006740	9912	ARHGAP44	356.060929777959	-0.0873587204122326	0.050252718109346	-1.73838796584389	0.0821424757192063	0.114555337206535	HFpEF-Normal
ENSG00000006744	60528	ELAC2	2168.41028105759	-0.064557273849506	0.0395588008698465	-1.63193202094037	0.102693807545394	0.140120111261709	HFpEF-Normal
ENSG00000006756	414	ARSD	396.734353153182	-0.00773110695618662	0.0690016118336094	-0.112042411050186	0.910789779103976	0.928617857258235	HFpEF-Normal
ENSG00000006757	8228	PNPLA4	786.95427343821	0.221894805578424	0.0572834552802062	3.87362816179663	0.000107226976277911	0.000247588864958466	HFpEF-Normal
ENSG00000006831	79602	ADIPOR2	2229.02177970081	-0.26428202396714	0.0302605183366813	-8.733559056283	2.46781775451253e-18	3.05417353009451e-17	HFpEF-Normal
ENSG00000007047	57787	MARK4	586.561524769529	-0.337735996883596	0.0503560659135411	-6.70695755827058	1.98724029549086e-11	1.12463546258528e-10	HFpEF-Normal
ENSG00000007080	115098	CCDC124	950.216492549057	-0.169686827886087	0.0449566554032209	-3.77445400161886	0.00016035849222548	0.000360420322911479	HFpEF-Normal
ENSG00000007168	5048	PAFAH1B1	6452.0372280804	-0.0757115716400963	0.0314858905147412	-2.40461903418769	0.0161893328661587	0.0261102572754973	HFpEF-Normal
ENSG00000007202	9703	BLTP2	3514.32911296344	-0.385184990184177	0.0387562000624381	-9.93866760837299	2.82581376305614e-23	5.5749408998031e-22	HFpEF-Normal
ENSG00000007237	8522	GAS7	2727.61950614743	-0.411677267084271	0.122906724741957	-3.3495097029767	0.000809547201787873	0.00162545686287124	HFpEF-Normal
ENSG00000007255	79090	TRAPPC6A	146.221350341783	0.45887154353686	0.0767392585830123	5.97961919374655	2.23659855931216e-09	9.7794223885165e-09	HFpEF-Normal
ENSG00000007312	974	CD79B	83.82796850605	0.169499948970825	0.126969486964679	1.3349660065806	0.18188747246258	0.232422600872155	HFpEF-Normal
ENSG00000007341	54879	ST7L	331.037291714791	-0.0319801761973057	0.0412686520643854	-0.774926599187485	0.438383033561225	0.502065316481156	HFpEF-Normal
ENSG00000007350	8277	TKTL1	315.326934819274	0.457630655069923	0.107067632959802	4.27422034483324	1.91807279610277e-05	4.92838148998628e-05	HFpEF-Normal
ENSG00000007376	113000	RPUSD1	203.538846786937	-0.422180056563664	0.0676193553850758	-6.2434794617525	4.27942524926812e-10	2.0471793546432e-09	HFpEF-Normal
ENSG00000007384	64285	RHBDF1	657.725723111827	0.00531426169793634	0.0640301402834908	0.0829962526149039	0.933854519315063	0.947023654835069	HFpEF-Normal
ENSG00000007392	55692	LUC7L	683.272843028823	0.750893290170077	0.0886538567530578	8.46994499361335	2.45508944942393e-17	2.74121850076157e-16	HFpEF-Normal
ENSG00000007520	115939	TSR3	829.930096170271	-0.20210377758434	0.0689313895831305	-2.9319556562922	0.0033683483830748	0.00614039723927839	HFpEF-Normal
ENSG00000007541	9091	PIGQ	357.904358587389	0.243449193752143	0.0520404165795189	4.67807926518321	2.89574612987022e-06	8.379545839673e-06	HFpEF-Normal
ENSG00000007545	57585	CRAMP1	352.604744665037	0.279301370492273	0.0463786750429909	6.02219382579114	1.72068658693081e-09	7.66734513196327e-09	HFpEF-Normal
ENSG00000007866	7005	TEAD3	908.500527687418	-0.266327958197364	0.0649634384199033	-4.0996592033184	4.137589650179e-05	0.000101384647057366	HFpEF-Normal
ENSG00000007923	55735	DNAJC11	2306.31979058715	0.142064105282506	0.0373056928715041	3.80810794137593	0.000140034148569343	0.000317801695039985	HFpEF-Normal
ENSG00000007944	29116	MYLIP	516.422478195855	-0.171377450279412	0.0845186029347255	-2.02768910427647	0.0425919883772491	0.0629926995572548	HFpEF-Normal
ENSG00000008018	5689	PSMB1	2824.13964094489	0.0974609982230453	0.0368454731625654	2.64512814893268	0.00816599846138005	0.0138992962389924	HFpEF-Normal
ENSG00000008056	6853	SYN1	261.206404550838	-0.361121657545478	0.0727654641982562	-4.96281665381216	6.94781627840244e-07	2.2102006720207e-06	HFpEF-Normal
ENSG00000008083	3720	JARID2	540.267993101182	-0.297979629833707	0.0801860247835175	-3.7161042792454	0.000202318109076819	0.000446957650894433	HFpEF-Normal
ENSG00000008086	6792	CDKL5	801.616512808955	-0.322369762279284	0.0696021114355798	-4.63160895022062	3.62834978432089e-06	1.03241032049226e-05	HFpEF-Normal
ENSG00000008130	65220	NADK	623.62625913436	-0.369660256027928	0.0572168345382375	-6.46069044209161	1.0422633372157e-10	5.41311016859849e-10	HFpEF-Normal
ENSG00000008256	9265	CYTH3	1561.69928653684	-0.0232406806532186	0.0423480629238309	-0.548801504687956	0.583141677575221	0.642018284463587	HFpEF-Normal
ENSG00000008282	6856	SYPL1	3041.24571114098	-0.0503484331277553	0.0562665295405808	-0.894820305052628	0.370883154147563	0.433599503595919	HFpEF-Normal
ENSG00000008283	1534	CYB561	326.585869814562	0.277690470135484	0.0979514663630562	2.83498022486184	0.00458285223554904	0.00815489294982442	HFpEF-Normal
ENSG00000008294	9043	SPAG9	2812.03745069355	-0.245102445004037	0.0373862677029478	-6.55594848224745	5.52893177284238e-11	2.95298347051263e-10	HFpEF-Normal
ENSG00000008311	10157	AASS	1492.24189943761	-1.19063499630187	0.0980749297929518	-12.1400545360109	6.4782845331014e-34	3.27886759623481e-32	HFpEF-Normal
ENSG00000008324	51188	SS18L2	146.853041955395	-0.0439151231119311	0.0548189132781129	-0.801094375751967	0.423077011951699	0.486456958662851	HFpEF-Normal
ENSG00000008382	84954	MPND	329.185029262446	0.268012353741104	0.0482335496429274	5.55655463313808	2.75151626175756e-08	1.04582959577253e-07	HFpEF-Normal
ENSG00000008394	4257	MGST1	411.852020263804	-2.28590899916355	0.171292046200108	-13.3450971593456	1.26505530817425e-40	1.06882231942596e-38	HFpEF-Normal
ENSG00000008405	1407	CRY1	547.691419989257	-0.408609390637024	0.0743655170013857	-5.49460834958507	3.91578454462576e-08	1.46602819831941e-07	HFpEF-Normal
ENSG00000008441	4784	NFIX	2712.70466002528	0.0045066027285666	0.0473425868802643	0.0951913071409554	0.924162874530087	0.939307345240867	HFpEF-Normal
ENSG00000008513	6482	ST3GAL1	8899.24104420454	-0.5928621709859	0.0597776495146574	-9.91778993987596	3.48384600876734e-23	6.78433170128376e-22	HFpEF-Normal
ENSG00000008517	9235	IL32	291.623368693391	0.49221114198137	0.141697477688102	3.47367610215902	0.000513380350437992	0.00106486973906817	HFpEF-Normal
ENSG00000008710	5310	PKD1	5416.40440009216	-0.239478857724001	0.0538420106582279	-4.44780673671601	8.67515276252708e-06	2.34233490543321e-05	HFpEF-Normal
ENSG00000008838	9862	MED24	1590.98034696506	0.057205628233035	0.0290212356428765	1.97116445822584	0.048705067809391	0.071277329186411	HFpEF-Normal
ENSG00000008853	23221	RHOBTB2	1659.36145476149	-0.341559412967767	0.0690625895359375	-4.94565024657862	7.58901103023836e-07	2.39782356756353e-06	HFpEF-Normal
ENSG00000008869	54497	HEATR5B	1275.97542515774	-0.0743593289383743	0.068536740835724	-1.08495571910264	0.277941267893826	0.336717828215056	HFpEF-Normal
ENSG00000008952	7095	SEC62	2434.99980374146	-0.0864490477162843	0.0343944240478362	-2.51346112369987	0.0119552953787923	0.0197506265457184	HFpEF-Normal
ENSG00000008988	6224	RPS20	7445.85138783773	-0.023116320917564	0.0474765605143649	-0.486899654632095	0.6263294436866	0.682572818472457	HFpEF-Normal
ENSG00000009307	7812	CSDE1	31713.9487745858	-0.0515875628442425	0.037378421520191	-1.38014289384521	0.167542652642489	0.2160217090668	HFpEF-Normal
ENSG00000009335	9690	UBE3C	2886.12468510652	-0.30700466200051	0.0397901247189844	-7.715599389766	1.20414981544248e-14	9.97724132795198e-14	HFpEF-Normal
ENSG00000009413	5980	REV3L	938.170656291141	-0.169641775913444	0.0528940890504456	-3.20719723051957	0.00134035067325182	0.00260495611736861	HFpEF-Normal
ENSG00000009780	199870	FAM76A	395.869364146877	0.471999435278055	0.0520596699826336	9.06650840152286	1.22891932898607e-19	1.72821813892798e-18	HFpEF-Normal
ENSG00000009844	51534	VTA1	1236.15271473269	0.124738132347178	0.0369057148541874	3.37991372989284	0.000725085853273833	0.00146934300389579	HFpEF-Normal
ENSG00000009954	9031	BAZ1B	2172.19546589274	-0.195201118265317	0.0448883710856407	-4.34858992528155	1.37015636077775e-05	3.59808559744132e-05	HFpEF-Normal
ENSG00000010017	10048	RANBP9	1166.35219700805	-0.0544032677203608	0.0346458715191988	-1.57026697077641	0.116353014861256	0.156606604297702	HFpEF-Normal
ENSG00000010072	83932	SPRTN	274.093557995343	-0.307149780939426	0.0431686272973288	-7.11511577201417	1.11818934895436e-12	7.43842015764434e-12	HFpEF-Normal
ENSG00000010165	51603	METTL13	584.38080248594	-0.0305721083586613	0.0321020414342048	-0.952341564361907	0.340923784793899	0.403631491872287	HFpEF-Normal
ENSG00000010244	7756	ZNF207	1632.66875436223	0.0971811620542431	0.0314354512993214	3.09145114949697	0.00199180752966417	0.0037620304160001	HFpEF-Normal
ENSG00000010256	7384	UQCRC1	15264.9301125954	0.0822262291363729	0.0420132039248893	1.95715207255738	0.0503295917468729	0.073464361235743	HFpEF-Normal
ENSG00000010270	83930	STARD3NL	686.681086922742	0.113403889553289	0.0471769320212318	2.40379958370867	0.016225666052524	0.0261570608088315	HFpEF-Normal
ENSG00000010278	928	CD9	1630.23113525148	-0.316040978807685	0.0834275138490876	-3.7882104383378	0.000151736303697652	0.000342259940861006	HFpEF-Normal
ENSG00000010282	57467	HHATL	7358.16805484358	0.296165482983222	0.0843996133196265	3.50908578054292	0.000449649856727281	0.000942700852419642	HFpEF-Normal
ENSG00000010292	9918	NCAPD2	489.702531765771	-0.0699872456586753	0.0415681304303876	-1.68367556909686	0.0922443853517408	0.127028069214968	HFpEF-Normal
ENSG00000010295	25900	IFFO1	557.741057844489	0.480647193246569	0.0644073522509239	7.46261376145414	8.48227227802643e-14	6.40047690177381e-13	HFpEF-Normal
ENSG00000010318	51533	PHF7	228.809679801381	0.0159942439677503	0.0778327302689448	0.205495090721904	0.837185333295223	0.869434632816274	HFpEF-Normal
ENSG00000010319	56920	SEMA3G	745.562708329654	-0.153288995823362	0.0779308905157486	-1.9669863235091	0.0491847875111304	0.0719205192142858	HFpEF-Normal
ENSG00000010322	11188	NISCH	1912.90500770597	0.360473829375228	0.0542503356094229	6.64463777644569	3.03963662486548e-11	1.68206812711741e-10	HFpEF-Normal
ENSG00000010327	23166	STAB1	1265.67983333327	-0.644128837458498	0.092997206096827	-6.92632461224526	4.31914767368858e-12	2.67423280661734e-11	HFpEF-Normal
ENSG00000010361	80199	FUZ	380.438057179058	0.24402838220347	0.0625171073619474	3.90338568914665	9.48563612205617e-05	0.00022092658039866	HFpEF-Normal
ENSG00000010404	3423	IDS	2985.71489217585	0.0434647673375151	0.0339889969154313	1.27878935190881	0.200971244586526	0.253786213300391	HFpEF-Normal
ENSG00000010626	10233	LRRC23	192.03969380532	0.176121571677897	0.0655324191827912	2.68754875638937	0.00719785932428086	0.012365198615039	HFpEF-Normal
ENSG00000010803	22955	SCMH1	1370.19109015522	-0.126703398493681	0.0315718445614839	-4.01317693829817	5.99069734579693e-05	0.000143389202424626	HFpEF-Normal
ENSG00000010810	2534	FYN	802.377949699907	0.234641360306567	0.0408950573568297	5.73764595215517	9.60015391129124e-09	3.87545716584481e-08	HFpEF-Normal
ENSG00000010818	3097	HIVEP2	1105.42681619329	-0.234127956028474	0.0745942257193514	-3.13868739531318	0.0016970638475206	0.00324358658423514	HFpEF-Normal
ENSG00000011007	6924	ELOA	1346.89309021657	-0.0253488001371121	0.0356375732256244	-0.711294228050456	0.476901927599999	0.539500019309224	HFpEF-Normal
